element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
He,1,"=""""","=""""","=""373.2863477""","=""0.0000021""","=""1*""","=""8.2750e+05""",AAA,"=""[169086.76391031]""","=""[195868.2343699]""","=""1s.2p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""373.2874130""","=""0.0000021""","=""1*""","=""4.9650e+05""",AAA,"=""[169086.84033581]""","=""[195868.2343699]""","=""1s.2p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""373.3011837""","=""0.0000021""","=""""","=""1.6550e+05""",AAA,"=""[169087.82825101]""","=""[195868.2343699]""","=""1s.2p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
H,1,"=""373.4369""","=""0.0006""","=""373.43746""","=""0.00020""","=""6000""","=""1.8927e+04""",AAA,"=""82259.158""","=""[109029.7913]""","=""2""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""L7436c29""",
H,1,"=""""","=""""","=""375.0124905""","=""0.0000021""","=""""","=""4.8748e+05""",AAA,"=""82258.9191133""","=""108917.1203787""","=""2p""","=""2P*""","=""1/2""","=""12d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""375.0125118""","=""0.0000022""","=""""","=""2.9828e+04""",AAA,"=""82258.9191133""","=""[108917.11886]""","=""2p""","=""2P*""","=""1/2""","=""12s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""375.01275""","=""0.00008""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c39""",
H,1,"=""375.0129789""","=""0.0000021""","=""375.0129789""","=""0.0000021""","=""""","=""""",,"=""82258.9543992821""","=""108917.12094342""","=""2s""","=""2S""","=""1/2""","=""12d""","=""2D""","=""5/2""",E2,"=""""","=""L11759""",
H,1,"=""""","=""""","=""375.0129867""","=""0.0000022""","=""""","=""3.5544e+05""",AAA,"=""82258.9543992821""","=""[108917.12039]""","=""2s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""375.0129869""","=""0.0000021""","=""375.0129869""","=""0.0000021""","=""""","=""""",,"=""82258.9543992821""","=""108917.1203787""","=""2s""","=""2S""","=""1/2""","=""12d""","=""2D""","=""3/2""",E2,"=""""","=""L11759""",
H,1,"=""""","=""""","=""375.0130082""","=""0.0000022""","=""""","=""""",,"=""82258.9543992821""","=""[108917.11886]""","=""2s""","=""2S""","=""1/2""","=""12s""","=""2S""","=""1/2""",M1,"=""""","=""""",
H,1,"=""""","=""""","=""375.0130105""","=""0.0000022""","=""""","=""3.5544e+05""",AAA,"=""82258.9543992821""","=""[108917.11870]""","=""2s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""375.0151""","=""0.0006""","=""375.01584""","=""0.00020""","=""8000""","=""2.8337e+04""",AAA,"=""82259.158""","=""108917.1209""","=""2""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""L7436c29""",
H,1,"=""""","=""""","=""375.01515""","=""0.00008""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c40""",
H,1,"=""""","=""""","=""375.0176298""","=""0.0000021""","=""""","=""5.8495e+05""",AAA,"=""82259.2850014""","=""108917.12094342""","=""2p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""375.01763""","=""0.00003""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c41""",
H,1,"=""""","=""""","=""375.0176378""","=""0.0000021""","=""""","=""9.7489e+04""",AAA,"=""82259.2850014""","=""108917.1203787""","=""2p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""375.0176591""","=""0.0000022""","=""""","=""5.9661e+04""",AAA,"=""82259.2850014""","=""[108917.11886]""","=""2p""","=""2P*""","=""3/2""","=""12s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""377.0603010""","=""0.0000021""","=""""","=""6.3659e+05""",AAA,"=""82258.9191133""","=""[108772.343536]""","=""2p""","=""2P*""","=""1/2""","=""11d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""377.0603290""","=""0.0000022""","=""""","=""3.8791e+04""",AAA,"=""82258.9191133""","=""[108772.34157]""","=""2p""","=""2P*""","=""1/2""","=""11s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""377.06056""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c42""",
H,1,"=""""","=""""","=""377.0608027""","=""0.0000022""","=""""","=""4.6164e+05""",AAA,"=""82258.9543992821""","=""[108772.34355]""","=""2s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""377.0608308""","=""0.0000022""","=""""","=""""",,"=""82258.9543992821""","=""[108772.34157]""","=""2s""","=""2S""","=""1/2""","=""11s""","=""2S""","=""1/2""",M1,"=""""","=""""",
H,1,"=""""","=""""","=""377.0608340""","=""0.0000022""","=""""","=""4.6164e+05""",AAA,"=""82258.9543992821""","=""[108772.34135]""","=""2s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""377.06300""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c43""",
H,1,"=""377.0633""","=""0.0006""","=""377.06368""","=""0.00020""","=""9000""","=""4.3972e+04""",AAA,"=""82259.158""","=""108772.3445""","=""2""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""L7436c29""",
H,1,"=""""","=""""","=""377.0654943""","=""0.0000021""","=""""","=""7.6387e+05""",AAA,"=""82259.2850014""","=""[108772.344270]""","=""2p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""377.06550""","=""0.00003""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c44""",
H,1,"=""""","=""""","=""377.0655047""","=""0.0000021""","=""""","=""1.2731e+05""",AAA,"=""82259.2850014""","=""[108772.343536]""","=""2p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""377.0655327""","=""0.0000022""","=""""","=""7.7590e+04""",AAA,"=""82259.2850014""","=""[108772.34157]""","=""2p""","=""2P*""","=""3/2""","=""11s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""379.7870048""","=""0.0000021""","=""""","=""8.5386e+05""",AAA,"=""82258.9191133""","=""[108581.9934250]""","=""2p""","=""2P*""","=""1/2""","=""10d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""379.7870427""","=""0.0000022""","=""""","=""5.1748e+04""",AAA,"=""82258.9191133""","=""[108581.99080]""","=""2p""","=""2P*""","=""1/2""","=""10s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""379.78727""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c45""",
H,1,"=""379.7874999""","=""0.0000021""","=""379.7874999""","=""0.0000021""","=""""","=""""",,"=""82258.9543992821""","=""108581.9944009""","=""2s""","=""2S""","=""1/2""","=""10d""","=""2D""","=""5/2""",E2,"=""""","=""L7369u33""",
H,1,"=""""","=""""","=""379.7875137""","=""0.0000022""","=""""","=""6.1475e+05""",AAA,"=""82258.9543992821""","=""[108581.99344]""","=""2s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""379.7875518""","=""0.0000022""","=""""","=""""",,"=""82258.9543992821""","=""[108581.99080]""","=""2s""","=""2S""","=""1/2""","=""10s""","=""2S""","=""1/2""",M1,"=""""","=""""",
H,1,"=""""","=""""","=""379.7875560""","=""0.0000022""","=""""","=""6.1476e+05""",AAA,"=""82258.9543992821""","=""[108581.99051]""","=""2s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""379.78974""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c46""",
H,1,"=""379.7909""","=""0.0006""","=""379.79044""","=""0.00020""","=""17000""","=""7.1225e+04""",AAA,"=""82259.158""","=""108581.9945""","=""2""","=""""","=""""","=""10""","=""""","=""""",,"=""T8637""","=""L7436c29""",
H,1,"=""""","=""""","=""379.7922699""","=""0.0000021""","=""""","=""1.0246e+06""",AAA,"=""82259.2850014""","=""108581.9944009""","=""2p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""379.79227""","=""0.00003""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c47""",
H,1,"=""""","=""""","=""379.7922840""","=""0.0000021""","=""""","=""1.7076e+05""",AAA,"=""82259.2850014""","=""[108581.9934250]""","=""2p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""379.7923219""","=""0.0000022""","=""""","=""1.0351e+05""",AAA,"=""82259.2850014""","=""[108581.99080]""","=""2p""","=""2P*""","=""3/2""","=""10s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
He,1,"=""381.96074""","=""0.00008""","=""381.9601975""","=""0.0000021""","=""10*""","=""1.7876e+05""",AAA,"=""[169086.76391031]""","=""[195260.07459804]""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""L14926""",
He,1,"=""381.96074""","=""0.00008""","=""381.9602773""","=""0.0000021""","=""10*""","=""1.6087e+06""",AAA,"=""[169086.76391031]""","=""[195260.06913189]""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""L14926""",
He,1,"=""381.96074""","=""0.00008""","=""381.9602828""","=""0.0000021""","=""10*""","=""6.4353e+06""",AAA,"=""[169086.76391031]""","=""[195260.06875373]""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""L14926""",
He,1,"=""381.96074""","=""0.00008""","=""381.9613129""","=""0.0000021""","=""10*""","=""2.6814e+06""",AAA,"=""[169086.84033581]""","=""[195260.07459804]""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""L14926""",
He,1,"=""381.96074""","=""0.00008""","=""381.9613927""","=""0.0000021""","=""10*""","=""4.8261e+06""",AAA,"=""[169086.84033581]""","=""[195260.06913189]""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""L14926""",
He,1,"=""""","=""""","=""381.9757310""","=""0.0000021""","=""1""","=""3.5752e+06""",AAA,"=""[169087.82825101]""","=""[195260.07459804]""","=""1s.2p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""383.3554""","=""""","=""383.3548713""","=""0.0000021""","=""0""","=""9.6470e+05""",AAA,"=""[171134.894441]""","=""[197212.986924548]""","=""1s.2p""","=""1P*""","=""1""","=""1s.10d""","=""1D""","=""2""",,"=""T8636c73""","=""L551,L366""",
H,1,"=""""","=""""","=""383.5355892""","=""0.0000022""","=""""","=""1.1836e+06""",AAA,"=""82258.9191133""","=""[108324.724162]""","=""2p""","=""2P*""","=""1/2""","=""9d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""383.5356424""","=""0.0000022""","=""""","=""7.1201e+04""",AAA,"=""82258.9191133""","=""[108324.72055]""","=""2p""","=""2P*""","=""1/2""","=""9s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""383.53587""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c48""",
H,1,"=""""","=""""","=""383.5361082""","=""0.0000022""","=""""","=""8.4384e+05""",AAA,"=""82258.9543992821""","=""[108324.72418]""","=""2s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""383.5361616""","=""0.0000022""","=""""","=""""",,"=""82258.9543992821""","=""[108324.72055]""","=""2s""","=""2S""","=""1/2""","=""9s""","=""2S""","=""1/2""",M1,"=""""","=""""",
H,1,"=""""","=""""","=""383.5361673""","=""0.0000022""","=""""","=""8.4385e+05""",AAA,"=""82258.9543992821""","=""[108324.72016]""","=""2s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""383.53839""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c49""",
H,1,"=""383.5397""","=""0.0006""","=""383.53909""","=""0.00021""","=""30000""","=""1.2156e+05""",AAA,"=""82259.158""","=""108324.7253""","=""2""","=""""","=""""","=""9""","=""""","=""""",,"=""T8637""","=""L7436c29""",
H,1,"=""""","=""""","=""383.5409535""","=""0.0000022""","=""""","=""1.4203e+06""",AAA,"=""82259.2850014""","=""[108324.725501]""","=""2p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""383.54096""","=""0.00003""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c50""",
H,1,"=""""","=""""","=""383.5409732""","=""0.0000022""","=""""","=""2.3671e+05""",AAA,"=""82259.2850014""","=""[108324.724162]""","=""2p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""383.5410263""","=""0.0000022""","=""""","=""1.4242e+05""",AAA,"=""82259.2850014""","=""[108324.72055]""","=""2p""","=""2P*""","=""3/2""","=""9s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
He,1,"=""""","=""""","=""383.8100125""","=""0.0000021""","=""""","=""3.7425e+05""",AAA,"=""[171134.894441]""","=""[197182.0629406]""","=""1s.2p""","=""1P*""","=""1""","=""1s.10s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""386.7472343""","=""0.0000021""","=""3*""","=""1.3592e+06""",AAA,"=""[169086.76391031]""","=""[194936.1170910]""","=""1s.2p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""386.7483778""","=""0.0000021""","=""3*""","=""8.1551e+05""",AAA,"=""[169086.84033581]""","=""[194936.1170910]""","=""1s.2p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""386.7631595""","=""0.0000021""","=""1""","=""2.7184e+05""",AAA,"=""[169087.82825101]""","=""[194936.1170910]""","=""1s.2p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""L366""",
He,1,"=""387.1791""","=""""","=""387.1786406""","=""0.0000021""","=""1""","=""1.3386e+06""",AAA,"=""[171134.894441]""","=""[196955.446144507]""","=""1s.2p""","=""1P*""","=""1""","=""1s.9d""","=""1D""","=""2""",,"=""T8636c73""","=""L551""",
He,1,"=""""","=""""","=""387.8176858""","=""0.0000021""","=""""","=""5.1753e+05""",AAA,"=""[171134.894441]""","=""[196912.9000793]""","=""1s.2p""","=""1P*""","=""1""","=""1s.9s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""387.8838""","=""0.0021""","=""""","=""3.812e+01""",AA,"=""[476034.11]""","=""[501807.72]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""388.143""","=""0.014""","=""""","=""4.2060e+07""",AAA,"=""[1175311.20]""","=""[1201067.60]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""388.143""","=""0.014""","=""""","=""4.2060e+07""",AAA,"=""[1175311.20]""","=""[1201067.60]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""388.143""","=""0.014""","=""""","=""4.2060e+07""",AAA,"=""[1175311.20]""","=""[1201067.60]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""388.8604644""","=""0.0000021""","=""""","=""9.4746e+06""",AAA,"=""[159855.971776]""","=""[185564.8520073]""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""388.8648""","=""""","=""388.8645590""","=""0.0000021""","=""500*""","=""9.4746e+06""",AAA,"=""[159855.971776]""","=""[185564.5813147]""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""1""",,"=""T8636c73""","=""L14925c72""",
He,1,"=""388.8648""","=""""","=""388.8648915""","=""0.0000021""","=""500*""","=""9.4746e+06""",AAA,"=""[159855.971776]""","=""[185564.55932651]""","=""1s.2s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""2""",,"=""T8636c73""","=""L14925c72""",
H,1,"=""""","=""""","=""388.9019815""","=""0.0000021""","=""""","=""1.7103e+06""",AAA,"=""82258.9191133""","=""107965.0548660""","=""2p""","=""2P*""","=""1/2""","=""8d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""388.9020595""","=""0.0000021""","=""""","=""1.0180e+05""",AAA,"=""82258.9191133""","=""107965.0497145""","=""2p""","=""2P*""","=""1/2""","=""8s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""388.90227""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c51""",
H,1,"=""388.9024865""","=""0.0000021""","=""388.9024865""","=""0.0000021""","=""""","=""""",,"=""82258.9543992821""","=""107965.05677174""","=""2s""","=""2S""","=""1/2""","=""8d""","=""2D""","=""5/2""",E2,"=""""","=""L11759""",
H,1,"=""""","=""""","=""388.9025152""","=""0.0000021""","=""""","=""1.2025e+06""",AAA,"=""82258.9543992821""","=""[107965.0548753]""","=""2s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""388.9025154""","=""0.0000021""","=""388.9025154""","=""0.0000021""","=""""","=""""",,"=""82258.9543992821""","=""107965.0548660""","=""2s""","=""2S""","=""1/2""","=""8d""","=""2D""","=""3/2""",E2,"=""""","=""L11759""",
H,1,"=""388.9025933""","=""0.0000021""","=""388.9025933""","=""0.0000021""","=""""","=""""",,"=""82258.9543992821""","=""107965.0497145""","=""2s""","=""2S""","=""1/2""","=""8s""","=""2S""","=""1/2""",M1,"=""""","=""L11759""",
H,1,"=""""","=""""","=""388.9026017""","=""0.0000021""","=""""","=""1.2026e+06""",AAA,"=""82258.9543992821""","=""[107965.0491583]""","=""2s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""388.90486""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c52""",
H,1,"=""388.9064""","=""0.0006""","=""388.90557""","=""0.00021""","=""70000""","=""2.2148e+05""",AAA,"=""82259.158""","=""107965.0568""","=""2""","=""""","=""""","=""8""","=""""","=""""",,"=""T8637""","=""L7436c29""",
H,1,"=""""","=""""","=""388.9074883""","=""0.0000021""","=""""","=""2.0523e+06""",AAA,"=""82259.2850014""","=""107965.05677174""","=""2p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""388.90749""","=""0.00003""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c53""",
H,1,"=""""","=""""","=""388.9075172""","=""0.0000021""","=""""","=""3.4205e+05""",AAA,"=""82259.2850014""","=""107965.0548660""","=""2p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""388.9075951""","=""0.0000021""","=""""","=""2.0363e+05""",AAA,"=""82259.2850014""","=""107965.0497145""","=""2p""","=""2P*""","=""3/2""","=""8s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
He,1,"=""""","=""""","=""392.6544387""","=""0.0000021""","=""1""","=""1.9371e+06""",AAA,"=""[171134.894441]""","=""[196595.371446820]""","=""1s.2p""","=""1P*""","=""1""","=""1s.8d""","=""1D""","=""2""",,"=""T8636c73""","=""L366""",
He,1,"=""393.5912""","=""""","=""393.5945223""","=""0.0000022""","=""0""","=""7.4475e+05""",AAA,"=""[171134.894441]""","=""[196534.5615465]""","=""1s.2p""","=""1P*""","=""1""","=""1s.8s""","=""1S""","=""0""",,"=""T8636c73""","=""L366""",
He,1,"=""396.47291""","=""""","=""396.4728829""","=""0.0000022""","=""20""","=""6.9507e+06""",AAA,"=""[166277.437635]""","=""[191492.7093035]""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,"=""T8636c73""","=""L14926""",
H,1,"=""""","=""""","=""397.0041763""","=""0.0000022""","=""""","=""2.6093e+06""",AAA,"=""82258.9191133""","=""[107440.447022]""","=""2p""","=""2P*""","=""1/2""","=""7d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""397.0042976""","=""0.0000022""","=""""","=""1.5289e+05""",AAA,"=""82258.9191133""","=""[107440.43933]""","=""2p""","=""2P*""","=""1/2""","=""7s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""397.00448""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c54""",
H,1,"=""""","=""""","=""397.0047325""","=""0.0000022""","=""""","=""1.7972e+06""",AAA,"=""82258.9543992821""","=""[107440.44703]""","=""2s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""397.0048539""","=""0.0000022""","=""""","=""""",,"=""82258.9543992821""","=""[107440.43933]""","=""2s""","=""2S""","=""1/2""","=""7s""","=""2S""","=""1/2""",M1,"=""""","=""""",
H,1,"=""""","=""""","=""397.0048670""","=""0.0000022""","=""""","=""1.7972e+06""",AAA,"=""82258.9543992821""","=""[107440.43850]""","=""2s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""397.00719""","=""0.00009""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c55""",
H,1,"=""397.0075""","=""0.0006""","=""397.00788""","=""0.00022""","=""30000""","=""4.3889e+05""",AAA,"=""82259.158""","=""107440.4508""","=""2""","=""""","=""""","=""7""","=""""","=""""",,"=""T8637""","=""L7436c29""",
H,1,"=""""","=""""","=""397.0099002""","=""0.0000022""","=""""","=""3.1311e+06""",AAA,"=""82259.2850014""","=""[107440.449866]""","=""2p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""397.00991""","=""0.00003""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c56""",
H,1,"=""""","=""""","=""397.0099450""","=""0.0000022""","=""""","=""5.2183e+05""",AAA,"=""82259.2850014""","=""[107440.447022]""","=""2p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
H,1,"=""""","=""""","=""397.0100663""","=""0.0000022""","=""""","=""3.0581e+05""",AAA,"=""82259.2850014""","=""[107440.43933]""","=""2p""","=""2P*""","=""3/2""","=""7s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
He,1,"=""""","=""""","=""397.2015454""","=""0.0000022""","=""""","=""2.2842e+01""",AAA,"=""[166277.437635]""","=""[191446.45313936]""","=""1s.2s""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",E2,"=""T7378""","=""""",
